concept:name,lifecycle:transition,time:timestamp
sleep,complete,2011-07-01 08:03:28+00:00
End,start,2011-07-01 08:03:28+00:00
End,complete,2011-07-01 08:03:28+00:00
Start,start,2011-07-01 08:03:43+00:00
Start,complete,2011-07-01 08:03:43+00:00
toilet,start,2011-07-01 08:03:43+00:00
toilet,complete,2011-07-01 08:07:56+00:00
sleep,start,2011-07-01 08:11:51+00:00
sleep,complete,2011-07-01 09:55:48+00:00
personalhygiene,start,2011-07-01 09:56:04+00:00
personalhygiene,complete,2011-07-01 10:04:27+00:00
groom,start,2011-07-01 10:07:22+00:00
groom,complete,2011-07-01 10:16:57+00:00
relax,start,2011-07-01 10:17:34+00:00
relax,complete,2011-07-01 10:44:39+00:00
snack,start,2011-07-01 10:45:53+00:00
snack,complete,2011-07-01 11:18:24+00:00
relax,start,2011-07-01 11:28:26+00:00
relax,complete,2011-07-01 13:42:37+00:00
snack,start,2011-07-01 13:43:39+00:00
snack,complete,2011-07-01 13:46:01+00:00
toilet,start,2011-07-01 13:46:19+00:00
toilet,complete,2011-07-01 13:49:48+00:00
work,start,2011-07-01 13:49:56+00:00
work,complete,2011-07-01 13:59:22+00:00
groom,start,2011-07-01 14:01:52+00:00
groom,complete,2011-07-01 14:16:35+00:00
personalhygiene,start,2011-07-01 14:16:39+00:00
personalhygiene,complete,2011-07-01 14:41:56+00:00
groom,start,2011-07-01 14:42:00+00:00
groom,complete,2011-07-01 14:55:38+00:00
personalhygiene,start,2011-07-01 14:55:54+00:00
personalhygiene,complete,2011-07-01 15:24:51+00:00
toilet,start,2011-07-01 15:24:53+00:00
toilet,complete,2011-07-01 15:26:26+00:00
snack,start,2011-07-01 15:26:49+00:00
snack,complete,2011-07-01 15:47:07+00:00
toilet,start,2011-07-01 15:59:11+00:00
toilet,complete,2011-07-01 16:03:08+00:00
outdoors,start,2011-07-01 16:07:31+00:00
outdoors,complete,2011-07-01 18:10:28+00:00
relax,start,2011-07-01 18:16:01+00:00
relax,complete,2011-07-01 19:57:01+00:00
toilet,start,2011-07-01 20:03:06+00:00
toilet,complete,2011-07-01 20:09:03+00:00
personalhygiene,start,2011-07-01 20:17:13+00:00
personalhygiene,complete,2011-07-01 20:17:59+00:00
relax,start,2011-07-01 20:30:26+00:00
relax,complete,2011-07-01 21:59:34+00:00
personalhygiene,start,2011-07-01 22:33:40+00:00
personalhygiene,complete,2011-07-01 22:33:49+00:00
End,start,2011-07-01 22:33:49+00:00
End,complete,2011-07-01 22:33:49+00:00
Start,start,2011-07-04 03:17:41+00:00
Start,complete,2011-07-04 03:17:41+00:00
toilet,start,2011-07-04 03:17:41+00:00
toilet,complete,2011-07-04 03:20:49+00:00
sleep,start,2011-07-04 03:20:57+00:00
sleep,complete,2011-07-04 07:02:11+00:00
toilet,start,2011-07-04 07:02:51+00:00
toilet,complete,2011-07-04 07:07:18+00:00
sleep,start,2011-07-04 07:09:19+00:00
sleep,complete,2011-07-04 10:34:48+00:00
toilet,start,2011-07-04 10:35:02+00:00
toilet,complete,2011-07-04 10:39:04+00:00
personalhygiene,start,2011-07-04 10:40:54+00:00
personalhygiene,complete,2011-07-04 11:01:55+00:00
outdoors,start,2011-07-04 11:05:19+00:00
outdoors,complete,2011-07-04 11:48:39+00:00
medication,start,2011-07-04 11:49:23+00:00
medication,complete,2011-07-04 11:54:29+00:00
bathe,start,2011-07-04 11:56:05+00:00
bathe,complete,2011-07-04 12:11:28+00:00
dress,start,2011-07-04 12:11:32+00:00
dress,complete,2011-07-04 12:15:16+00:00
personalhygiene,start,2011-07-04 12:15:20+00:00
personalhygiene,complete,2011-07-04 12:16:41+00:00
toilet,start,2011-07-04 12:25:51+00:00
toilet,complete,2011-07-04 12:30:39+00:00
relax,start,2011-07-04 12:37:07+00:00
relax,complete,2011-07-04 12:56:39+00:00
mealpreperation,start,2011-07-04 12:59:03+00:00
mealpreperation,complete,2011-07-04 13:11:28+00:00
eatingdrinking,start,2011-07-04 13:11:36+00:00
eatingdrinking,complete,2011-07-04 13:24:19+00:00
cleaning,start,2011-07-04 13:24:25+00:00
cleaning,complete,2011-07-04 13:34:16+00:00
relax,start,2011-07-04 13:34:28+00:00
relax,complete,2011-07-04 14:43:28+00:00
toilet,start,2011-07-04 14:43:35+00:00
toilet,complete,2011-07-04 14:47:09+00:00
relax,start,2011-07-04 14:47:25+00:00
relax,complete,2011-07-04 15:10:17+00:00
snack,start,2011-07-04 15:12:07+00:00
snack,complete,2011-07-04 15:29:25+00:00
relax,start,2011-07-04 15:30:20+00:00
relax,complete,2011-07-04 15:49:39+00:00
personalhygiene,start,2011-07-04 15:50:26+00:00
personalhygiene,complete,2011-07-04 16:33:56+00:00
toilet,start,2011-07-04 16:46:27+00:00
toilet,complete,2011-07-04 16:49:33+00:00
outdoors,start,2011-07-04 16:58:22+00:00
outdoors,complete,2011-07-04 18:11:46+00:00
personalhygiene,start,2011-07-04 18:32:45+00:00
personalhygiene,complete,2011-07-04 18:43:02+00:00
relax,start,2011-07-04 18:43:50+00:00
relax,complete,2011-07-04 18:53:27+00:00
watchtv,start,2011-07-04 19:00:53+00:00
watchtv,complete,2011-07-04 20:56:35+00:00
personalhygiene,start,2011-07-04 21:09:48+00:00
personalhygiene,complete,2011-07-04 21:49:24+00:00
toilet,start,2011-07-04 21:50:38+00:00
toilet,complete,2011-07-04 21:55:08+00:00
sleep,start,2011-07-04 21:58:57+00:00
sleep,complete,2011-07-05 06:57:57+00:00
End,start,2011-07-05 06:57:57+00:00
End,complete,2011-07-05 06:57:57+00:00
Start,start,2011-07-05 06:58:08+00:00
Start,complete,2011-07-05 06:58:08+00:00
toilet,start,2011-07-05 06:58:08+00:00
toilet,complete,2011-07-05 07:02:40+00:00
sleep,start,2011-07-05 07:04:06+00:00
sleep,complete,2011-07-05 10:50:28+00:00
toilet,start,2011-07-05 10:50:40+00:00
toilet,complete,2011-07-05 10:54:21+00:00
dress,start,2011-07-05 10:54:34+00:00
dress,complete,2011-07-05 10:59:09+00:00
relax,start,2011-07-05 11:00:04+00:00
relax,complete,2011-07-05 11:29:50+00:00
mealpreperation,start,2011-07-05 11:29:52+00:00
mealpreperation,complete,2011-07-05 11:55:35+00:00
eatingdrinking,start,2011-07-05 11:55:40+00:00
eatingdrinking,complete,2011-07-05 12:55:46+00:00
relax,start,2011-07-05 13:01:47+00:00
relax,complete,2011-07-05 13:13:05+00:00
toilet,start,2011-07-05 13:13:15+00:00
toilet,complete,2011-07-05 13:19:25+00:00
work,start,2011-07-05 13:20:59+00:00
work,complete,2011-07-05 13:42:00+00:00
snack,start,2011-07-05 13:44:28+00:00
snack,complete,2011-07-05 14:07:16+00:00
work,start,2011-07-05 14:27:09+00:00
work,complete,2011-07-05 14:38:42+00:00
personalhygiene,start,2011-07-05 14:38:54+00:00
personalhygiene,complete,2011-07-05 15:05:11+00:00
work,start,2011-07-05 15:05:15+00:00
work,complete,2011-07-05 15:15:29+00:00
personalhygiene,start,2011-07-05 15:23:13+00:00
personalhygiene,complete,2011-07-05 15:44:59+00:00
dress,start,2011-07-05 15:45:02+00:00
dress,complete,2011-07-05 15:51:35+00:00
personalhygiene,start,2011-07-05 15:51:42+00:00
personalhygiene,complete,2011-07-05 16:03:13+00:00
outdoors,start,2011-07-05 16:11:11+00:00
outdoors,complete,2011-07-05 17:24:26+00:00
snack,start,2011-07-05 17:28:50+00:00
snack,complete,2011-07-05 17:38:36+00:00
relax,start,2011-07-05 17:38:39+00:00
relax,complete,2011-07-05 17:43:14+00:00
outdoors,start,2011-07-05 17:43:17+00:00
outdoors,complete,2011-07-05 17:54:31+00:00
relax,start,2011-07-05 17:57:31+00:00
relax,complete,2011-07-05 18:48:55+00:00
outdoors,start,2011-07-05 18:48:57+00:00
outdoors,complete,2011-07-05 18:51:03+00:00
personalhygiene,start,2011-07-05 18:51:37+00:00
personalhygiene,complete,2011-07-05 18:56:45+00:00
snack,start,2011-07-05 18:57:38+00:00
snack,complete,2011-07-05 19:01:53+00:00
relax,start,2011-07-05 19:01:58+00:00
relax,complete,2011-07-05 19:18:57+00:00
mealpreperation,start,2011-07-05 19:19:03+00:00
mealpreperation,complete,2011-07-05 19:35:51+00:00
eatingdrinking,start,2011-07-05 19:35:55+00:00
eatingdrinking,complete,2011-07-05 19:51:55+00:00
cleaning,start,2011-07-05 19:51:59+00:00
cleaning,complete,2011-07-05 20:00:25+00:00
relax,start,2011-07-05 20:10:47+00:00
relax,complete,2011-07-05 20:37:53+00:00
outdoors,start,2011-07-05 20:38:03+00:00
outdoors,complete,2011-07-05 20:43:55+00:00
relax,start,2011-07-05 20:44:15+00:00
relax,complete,2011-07-05 21:56:08+00:00
personalhygiene,start,2011-07-05 22:00:16+00:00
personalhygiene,complete,2011-07-05 22:06:18+00:00
groom,start,2011-07-05 22:09:27+00:00
groom,complete,2011-07-05 22:16:57+00:00
personalhygiene,start,2011-07-05 22:17:01+00:00
personalhygiene,complete,2011-07-05 22:49:57+00:00
sleep,start,2011-07-05 22:57:13+00:00
sleep,complete,2011-07-06 04:37:08+00:00
End,start,2011-07-06 04:37:08+00:00
End,complete,2011-07-06 04:37:08+00:00
Start,start,2011-07-06 04:37:42+00:00
Start,complete,2011-07-06 04:37:42+00:00
toilet,start,2011-07-06 04:37:42+00:00
toilet,complete,2011-07-06 04:40:17+00:00
sleep,start,2011-07-06 04:40:26+00:00
sleep,complete,2011-07-06 08:12:23+00:00
toilet,start,2011-07-06 08:12:44+00:00
toilet,complete,2011-07-06 08:15:43+00:00
sleep,start,2011-07-06 08:17:36+00:00
sleep,complete,2011-07-06 09:19:26+00:00
personalhygiene,start,2011-07-06 09:20:19+00:00
personalhygiene,complete,2011-07-06 09:25:11+00:00
relax,start,2011-07-06 09:28:05+00:00
relax,complete,2011-07-06 09:45:54+00:00
mealpreperation,start,2011-07-06 09:46:31+00:00
mealpreperation,complete,2011-07-06 10:01:12+00:00
relax,start,2011-07-06 10:13:01+00:00
relax,complete,2011-07-06 10:23:02+00:00
work,start,2011-07-06 10:24:25+00:00
work,complete,2011-07-06 10:33:59+00:00
groom,start,2011-07-06 10:34:14+00:00
groom,complete,2011-07-06 10:40:59+00:00
personalhygiene,start,2011-07-06 10:41:02+00:00
personalhygiene,complete,2011-07-06 10:59:16+00:00
groom,start,2011-07-06 10:59:17+00:00
groom,complete,2011-07-06 11:03:27+00:00
personalhygiene,start,2011-07-06 11:03:31+00:00
personalhygiene,complete,2011-07-06 11:24:47+00:00
outdoors,start,2011-07-06 11:32:23+00:00
outdoors,complete,2011-07-06 11:42:17+00:00
relax,start,2011-07-06 11:48:43+00:00
relax,complete,2011-07-06 12:03:21+00:00
outdoors,start,2011-07-06 12:03:59+00:00
outdoors,complete,2011-07-06 13:17:26+00:00
relax,start,2011-07-06 13:17:36+00:00
relax,complete,2011-07-06 13:41:57+00:00
outdoors,start,2011-07-06 13:42:00+00:00
outdoors,complete,2011-07-06 13:51:00+00:00
relax,start,2011-07-06 13:51:16+00:00
relax,complete,2011-07-06 14:02:51+00:00
personalhygiene,start,2011-07-06 14:05:58+00:00
personalhygiene,complete,2011-07-06 14:17:28+00:00
outdoors,start,2011-07-06 14:22:54+00:00
outdoors,complete,2011-07-06 15:12:08+00:00
sleep,start,2011-07-06 15:17:14+00:00
sleep,complete,2011-07-06 15:49:08+00:00
relax,start,2011-07-06 15:51:49+00:00
relax,complete,2011-07-06 16:03:18+00:00
sleep,start,2011-07-06 16:04:00+00:00
sleep,complete,2011-07-06 17:48:40+00:00
toilet,start,2011-07-06 17:53:09+00:00
toilet,complete,2011-07-06 17:58:17+00:00
snack,start,2011-07-06 18:00:12+00:00
snack,complete,2011-07-06 18:24:42+00:00
eatingdrinking,start,2011-07-06 18:24:47+00:00
eatingdrinking,complete,2011-07-06 18:41:12+00:00
relax,start,2011-07-06 18:45:05+00:00
relax,complete,2011-07-06 19:57:40+00:00
cleaning,start,2011-07-06 19:57:44+00:00
cleaning,complete,2011-07-06 20:04:51+00:00
work,start,2011-07-06 20:05:03+00:00
work,complete,2011-07-06 20:20:16+00:00
groom,start,2011-07-06 20:20:21+00:00
groom,complete,2011-07-06 20:29:32+00:00
relax,start,2011-07-06 20:31:11+00:00
relax,complete,2011-07-06 21:17:21+00:00
groom,start,2011-07-06 21:18:38+00:00
groom,complete,2011-07-06 21:38:00+00:00
personalhygiene,start,2011-07-06 21:39:04+00:00
personalhygiene,complete,2011-07-06 22:17:47+00:00
sleep,start,2011-07-06 22:18:00+00:00
sleep,complete,2011-07-07 03:35:37+00:00
End,start,2011-07-07 03:35:37+00:00
End,complete,2011-07-07 03:35:37+00:00
Start,start,2011-07-07 03:36:03+00:00
Start,complete,2011-07-07 03:36:03+00:00
toilet,start,2011-07-07 03:36:03+00:00
toilet,complete,2011-07-07 03:39:14+00:00
sleep,start,2011-07-07 03:39:23+00:00
sleep,complete,2011-07-07 06:37:38+00:00
toilet,start,2011-07-07 06:38:00+00:00
toilet,complete,2011-07-07 06:41:12+00:00
sleep,start,2011-07-07 06:41:17+00:00
sleep,complete,2011-07-07 08:01:52+00:00
toilet,start,2011-07-07 08:02:49+00:00
toilet,complete,2011-07-07 08:05:30+00:00
relax,start,2011-07-07 08:06:24+00:00
relax,complete,2011-07-07 08:36:57+00:00
mealpreperation,start,2011-07-07 08:37:44+00:00
mealpreperation,complete,2011-07-07 08:49:33+00:00
personalhygiene,start,2011-07-07 08:53:07+00:00
personalhygiene,complete,2011-07-07 09:10:51+00:00
dress,start,2011-07-07 09:10:57+00:00
dress,complete,2011-07-07 09:14:56+00:00
personalhygiene,start,2011-07-07 09:15:00+00:00
personalhygiene,complete,2011-07-07 09:30:45+00:00
outdoors,start,2011-07-07 09:35:02+00:00
outdoors,complete,2011-07-07 14:12:48+00:00
snack,start,2011-07-07 14:17:20+00:00
snack,complete,2011-07-07 14:32:10+00:00
eatingdrinking,start,2011-07-07 14:32:14+00:00
eatingdrinking,complete,2011-07-07 14:44:52+00:00
personalhygiene,start,2011-07-07 14:46:41+00:00
personalhygiene,complete,2011-07-07 14:54:13+00:00
outdoors,start,2011-07-07 14:55:09+00:00
outdoors,complete,2011-07-07 16:25:46+00:00
relax,start,2011-07-07 16:32:15+00:00
relax,complete,2011-07-07 17:52:31+00:00
work,start,2011-07-07 17:55:46+00:00
work,complete,2011-07-07 18:07:51+00:00
personalhygiene,start,2011-07-07 18:07:56+00:00
personalhygiene,complete,2011-07-07 18:14:23+00:00
snack,start,2011-07-07 18:18:50+00:00
snack,complete,2011-07-07 18:24:05+00:00
personalhygiene,start,2011-07-07 18:24:39+00:00
personalhygiene,complete,2011-07-07 18:31:14+00:00
outdoors,start,2011-07-07 18:34:56+00:00
outdoors,complete,2011-07-07 18:43:20+00:00
mealpreperation,start,2011-07-07 18:53:27+00:00
mealpreperation,complete,2011-07-07 19:04:51+00:00
eatingdrinking,start,2011-07-07 19:04:53+00:00
eatingdrinking,complete,2011-07-07 19:20:43+00:00
outdoors,start,2011-07-07 19:33:52+00:00
outdoors,complete,2011-07-07 19:35:19+00:00
cleaning,start,2011-07-07 19:35:29+00:00
cleaning,complete,2011-07-07 19:45:09+00:00
outdoors,start,2011-07-07 19:45:24+00:00
outdoors,complete,2011-07-07 19:53:27+00:00
relax,start,2011-07-07 19:59:27+00:00
relax,complete,2011-07-07 21:10:53+00:00
outdoors,start,2011-07-07 21:10:57+00:00
outdoors,complete,2011-07-07 21:13:31+00:00
personalhygiene,start,2011-07-07 21:29:43+00:00
personalhygiene,complete,2011-07-07 22:07:04+00:00
sleep,start,2011-07-07 22:07:30+00:00
sleep,complete,2011-07-08 04:36:08+00:00
End,start,2011-07-08 04:36:08+00:00
End,complete,2011-07-08 04:36:08+00:00
Start,start,2011-07-08 04:36:38+00:00
Start,complete,2011-07-08 04:36:38+00:00
toilet,start,2011-07-08 04:36:38+00:00
toilet,complete,2011-07-08 04:39:33+00:00
sleep,start,2011-07-08 04:39:47+00:00
sleep,complete,2011-07-08 08:31:00+00:00
toilet,start,2011-07-08 08:31:25+00:00
toilet,complete,2011-07-08 08:34:50+00:00
sleep,start,2011-07-08 08:36:16+00:00
sleep,complete,2011-07-08 09:15:00+00:00
mealpreperation,start,2011-07-08 09:16:59+00:00
mealpreperation,complete,2011-07-08 09:22:38+00:00
eatingdrinking,start,2011-07-08 09:22:40+00:00
eatingdrinking,complete,2011-07-08 09:31:58+00:00
personalhygiene,start,2011-07-08 09:37:45+00:00
personalhygiene,complete,2011-07-08 09:52:32+00:00
dress,start,2011-07-08 09:52:33+00:00
dress,complete,2011-07-08 09:55:41+00:00
personalhygiene,start,2011-07-08 09:59:34+00:00
personalhygiene,complete,2011-07-08 10:12:41+00:00
groom,start,2011-07-08 10:12:44+00:00
groom,complete,2011-07-08 10:15:21+00:00
outdoors,start,2011-07-08 10:16:43+00:00
outdoors,complete,2011-07-08 13:39:05+00:00
toilet,start,2011-07-08 13:43:28+00:00
toilet,complete,2011-07-08 13:45:42+00:00
snack,start,2011-07-08 13:57:07+00:00
snack,complete,2011-07-08 13:59:47+00:00
relax,start,2011-07-08 14:00:10+00:00
relax,complete,2011-07-08 17:27:01+00:00
outdoors,start,2011-07-08 17:31:43+00:00
outdoors,complete,2011-07-08 17:37:46+00:00
snack,start,2011-07-08 17:38:12+00:00
snack,complete,2011-07-08 17:46:33+00:00
relax,start,2011-07-08 17:46:38+00:00
relax,complete,2011-07-08 18:38:33+00:00
cleaning,start,2011-07-08 18:38:49+00:00
cleaning,complete,2011-07-08 18:41:28+00:00
mealpreperation,start,2011-07-08 18:46:27+00:00
mealpreperation,complete,2011-07-08 19:00:38+00:00
eatingdrinking,start,2011-07-08 19:01:25+00:00
eatingdrinking,complete,2011-07-08 19:37:42+00:00
personalhygiene,start,2011-07-08 20:04:28+00:00
personalhygiene,complete,2011-07-08 20:35:39+00:00
read,start,2011-07-08 20:43:06+00:00
read,complete,2011-07-08 21:08:47+00:00
relax,start,2011-07-08 21:17:50+00:00
relax,complete,2011-07-08 21:32:34+00:00
personalhygiene,start,2011-07-08 21:34:59+00:00
personalhygiene,complete,2011-07-08 22:14:25+00:00
sleep,start,2011-07-08 22:14:54+00:00
sleep,complete,2011-07-09 06:55:29+00:00
End,start,2011-07-09 06:55:29+00:00
End,complete,2011-07-09 06:55:29+00:00
